Player,Team,From,To,Position,Height,Weight,Birth Date,College,bball_id,draft_year,draft_round,draft_number
Anthony Edwards,Minnesota Timberwolves,2021.0,2025.0,G-F,6-4,225.0,"August 5, 2001",Georgia,edwaran01,2020.0,1.0,1.0
Anthony Frederick,Unknown,1989.0,1992.0,F,6-7,205.0,"December 7, 1964",Pepperdine,fredean01,1986.0,2.0,133.0
Anthony Gill,,2021.0,2025.0,F,6-7,230.0,"October 17, 1992","South Carolina, Virginia",gillan01,,,
Anthony Goldwire,Unknown,1996.0,2006.0,G,6-1,182.0,"September 6, 1971",Houston,goldwan01,1994.0,2.0,52.0
Anthony Grundy,,2006.0,2006.0,G,6-3,180.0,"April 15, 1979",NC State,grundan01,,,
Anthony Johnson,Unknown,1998.0,2010.0,G,6-3,190.0,"October 2, 1974",College of Charleston,johnsan02,1997.0,2.0,40.0
Anthony Jones,Unknown,1987.0,1990.0,G-F,6-6,195.0,"September 13, 1962","Georgetown, UNLV",jonesan01,1986.0,1.0,21.0
Anthony Lamb,,2021.0,2023.0,F,6-6,227.0,"January 20, 1998",University of Vermont,lamban01,,,
Anthony Mason,Unknown,1990.0,2003.0,F,6-8,250.0,"December 14, 1966",Tennessee State,masonan01,1988.0,2.0,53.0
Anthony Miller,Unknown,1995.0,2005.0,F,6-9,225.0,"October 22, 1971",Michigan State,millean01,1994.0,2.0,39.0
Anthony Morrow,,2009.0,2017.0,G,6-5,210.0,"September 27, 1985",Georgia Tech,morroan01,,,
Anthony Parker,Unknown,1998.0,2012.0,G,6-6,215.0,"June 19, 1975",Bradley,parkean01,1997.0,1.0,21.0
Anthony Peeler,Unknown,1993.0,2005.0,G,6-4,208.0,"November 25, 1969",Missouri,peelean01,1992.0,1.0,15.0
Anthony Pullard,,1993.0,1993.0,F,6-10,245.0,"June 23, 1966",McNeese State University,pullaan01,,,
Anthony Randolph,Unknown,2009.0,2014.0,F,6-10,205.0,"July 15, 1989",LSU,randoan01,2008.0,1.0,14.0
Anthony Roberson,,2006.0,2009.0,G,6-2,180.0,"February 14, 1983",Florida,roberan02,,,
Anthony Roberts,Unknown,1978.0,1984.0,F-G,6-5,185.0,"April 15, 1955",Oral Roberts,roberan01,1977.0,1.0,21.0
Anthony Taylor,Unknown,1989.0,1989.0,G,6-4,175.0,"November 30, 1965",Oregon,tayloan01,1988.0,2.0,44.0
Anthony Tolliver,,2009.0,2021.0,F-C,6-8,240.0,"June 1, 1985",Creighton,tollian01,,,
Anthony Tucker,,1995.0,1995.0,F,6-8,220.0,"April 4, 1969","Georgetown, Wake Forest",tuckean01,,,
Antoine Carr,Unknown,1985.0,2000.0,F-C,6-9,225.0,"July 23, 1961",Wichita State,carran01,1983.0,1.0,8.0
Antoine Rigaudeau,,2003.0,2003.0,G,6-7,210.0,"December 17, 1971",,rigauan01,,,
Antoine Walker,Unknown,1997.0,2008.0,F,6-9,224.0,"August 12, 1976",Kentucky,walkean02,1996.0,1.0,6.0
Antoine Wright,Unknown,2006.0,2011.0,G-F,6-7,210.0,"February 6, 1984",Texas A&M,wrighan01,2005.0,1.0,15.0
Antonio Anderson,,2010.0,2010.0,G,6-6,215.0,"June 5, 1985",Memphis,anderan02,,,
Antonio Blakeney,,2018.0,2019.0,G,6-4,192.0,"October 4, 1996",LSU,blakean01,,,
Antonio Burks,Unknown,2005.0,2006.0,G,6-1,200.0,"February 25, 1980",Memphis,burksan01,2004.0,2.0,36.0
Antonio Daniels,Unknown,1998.0,2011.0,G,6-4,195.0,"March 19, 1975",Bowling Green,daniean01,1997.0,1.0,4.0
Antonio Davis,Unknown,1994.0,2006.0,F-C,6-9,215.0,"October 31, 1968",Texas-El Paso,davisan01,1990.0,2.0,45.0
Antonio Harvey,,1994.0,2003.0,F-C,6-11,225.0,"July 6, 1970","Southern Illinois, Georgia, Pfeiffer University",harvean01,,,
Antonio Lang,Unknown,1995.0,2000.0,F-G,6-8,205.0,"May 15, 1972",Duke,langan02,1994.0,1.0,29.0
Antonio McDyess,Unknown,1996.0,2011.0,F-C,6-9,220.0,"September 7, 1974",Alabama,mcdyean01,1995.0,1.0,2.0
Antonio Reeves,New Orleans Pelicans,2025.0,2025.0,G,6-5,205.0,"November 20, 2000","Illinois State, Kentucky",reevean01,2024.0,2.0,47.0
Antonis Fotsis,Unknown,2002.0,2002.0,F,6-10,219.0,"April 1, 1981",,fotsian01,2001.0,2.0,48.0
Antonius Cleveland,,2018.0,2020.0,G,6-5,195.0,"February 2, 1994",SE Missouri State,clevean01,,,
Anžejs Pasečņiks,,2020.0,2021.0,C,7-1,229.0,"December 20, 1995",,pasecan01,,,
Archie Clark,Unknown,1967.0,1976.0,G,6-2,175.0,"July 15, 1941",Minnesota,clarkar01,1966.0,2.0,37.0
Archie Dees,Unknown,1959.0,1962.0,F-C,6-8,205.0,"February 22, 1936",Indiana,deesar01,1958.0,1.0,2.0
Archie Goodwin,Unknown,2014.0,2017.0,G,6-5,200.0,"August 17, 1994",Kentucky,goodwar01,2013.0,1.0,29.0
Ariel Hukporti,New York Knicks,2025.0,2025.0,C,7-0,246.0,"April 11, 2002",,hukpoar01,2024.0,2.0,58.0
Ariel Maughan,,1947.0,1951.0,F,6-4,190.0,"February 23, 1923",Utah State University,maughar01,,,
Arinze Onuaku,,2014.0,2017.0,C,6-9,255.0,"July 13, 1987",Syracuse,onuakar01,,,
Armand Cure,,1947.0,1947.0,F,6-0,198.0,"August 1, 1919",Rhode Island,curear01,,,
Armel Traoré,,2025.0,2025.0,F,6-8,215.0,"January 23, 2003",,armeltr01,,,
Armen Gilliam,Unknown,1988.0,2000.0,F-C,6-9,230.0,"May 28, 1964",UNLV,gilliar01,1987.0,1.0,2.0
Armon Johnson,Unknown,2011.0,2012.0,G,6-3,195.0,"February 23, 1989",Nevada,johnsar02,2010.0,2.0,34.0
Armond Hill,Unknown,1977.0,1984.0,G,6-4,190.0,"March 31, 1953",Princeton,hillar01,1976.0,1.0,9.0
Armoni Brooks,,2021.0,2024.0,G,6-3,195.0,"June 5, 1998",Houston,brookar01,,,
Arnett Moultrie,Unknown,2013.0,2014.0,F,6-11,249.0,"November 18, 1990","Texas-El Paso, Mississippi State",moultar01,2012.0,1.0,27.0
Arnie Ferrin,,1949.0,1951.0,F-G,6-2,180.0,"July 29, 1925",Utah,ferriar01,,,
Arnie Johnson,,1949.0,1953.0,F-C,6-5,236.0,"May 16, 1920",Bemidji State University,johnsar01,,,
Arnie Risen,,1949.0,1958.0,C-F,6-9,200.0,"October 9, 1924","Eastern Kentucky University, Ohio State",risenar01,,,
Arnoldas Kulboka,Unknown,2022.0,2022.0,F,6-9,198.0,"January 4, 1998",,kulboar01,2018.0,2.0,55.0
Aron Baynes,,2013.0,2021.0,C,6-10,260.0,"December 9, 1986",Washington State,baynear01,,,
Arron Afflalo,Unknown,2008.0,2018.0,G-F,6-5,210.0,"October 15, 1985",UCLA,afflaar01,2007.0,1.0,27.0
Art Becker,Unknown,1968.0,1973.0,F,6-7,205.0,"January 12, 1942",Arizona State,beckear01,1964.0,1.0,24.0
Art Burris,,1951.0,1952.0,F,6-5,220.0,"April 7, 1924",Tennessee,burriar01,,,
Art Collins,Unknown,1981.0,1981.0,G,6-4,185.0,"April 14, 1954",St. Thomas University,colliar01,1976.0,2.0,103.0
Art Harris,Unknown,1969.0,1972.0,G,6-4,185.0,"January 13, 1947",Stanford,harriar01,1968.0,1.0,16.0
Art Heyman,Unknown,1964.0,1970.0,F-G,6-5,205.0,"June 24, 1941",Duke,heymaar01,1963.0,1.0,1.0
Art Hillhouse,,1947.0,1948.0,C,6-7,220.0,"June 12, 1916",Long Island University,hillhar01,,,
Art Long,,2001.0,2003.0,F-C,6-9,250.0,"October 1, 1972",Cincinnati,longar01,,,
Art Spector,,1947.0,1950.0,F,6-4,200.0,"October 17, 1918",Villanova,spectar01,,,
Art Spoelstra,,1955.0,1958.0,C,6-9,220.0,"September 11, 1932",Western Kentucky,spoelar01,,,
Art Stolkey,,1947.0,1947.0,G,6-1,180.0,"October 23, 1920",Detroit Mercy,stolkar01,,,
Art Williams,,1968.0,1975.0,G,6-1,180.0,"September 29, 1939",Cal Poly Pomona,williar01,,,
Artis Gilmore,Unknown,1972.0,1988.0,C,7-2,240.0,"September 21, 1949","Gardner-Webb University, Jacksonville University",gilmoar01,1971.0,2.0,117.0
Arvesta Kelly,Unknown,1968.0,1972.0,G,6-2,175.0,"November 20, 1945",Lincoln University of Missouri,kellyar01,1967.0,2.0,85.0
Arvid Kramer,Unknown,1980.0,1980.0,C,6-9,220.0,"October 2, 1956",Augustana College (SD),kramear01,1979.0,2.0,45.0
Arvydas Macijauskas,,2006.0,2006.0,G,6-4,214.0,"January 19, 1980",,macijar01,,,
Arvydas Sabonis,Unknown,1996.0,2003.0,C,7-3,279.0,"December 19, 1964",,sabonar01,1985.0,2.0,77.0
Ashraf Amaya,,1996.0,1997.0,F,6-8,230.0,"November 23, 1971",Southern Illinois,amayaas01,,,
Ashton Hagans,,2021.0,2024.0,G,6-3,190.0,"July 8, 1999",Kentucky,haganas01,,,
Askia Jones,,1995.0,1995.0,G,6-5,200.0,"December 3, 1971",Kansas State,jonesas01,,,
Aubrey Davis,,1947.0,1947.0,G-F,6-2,175.0,"March 28, 1921",Oklahoma Baptist University,davisau01,,,
Aud Brindley,,1947.0,1947.0,F,6-4,175.0,"December 31, 1923",Dartmouth College,brindau01,,,
Audie Norris,Unknown,1983.0,1985.0,C,6-9,230.0,"December 18, 1960",Jackson State University,norriau01,1982.0,2.0,37.0
Aulcie Perry,,1975.0,1975.0,C,6-10,210.0,"July 3, 1950",Bethune-Cookman College,perryau01,,,
Ausar Thompson,Detroit Pistons,2024.0,2025.0,G,6-7,215.0,"January 30, 2003",,thompau01,2023.0,1.0,5.0
Austin Carr,Unknown,1972.0,1981.0,G,6-4,200.0,"March 10, 1948",Notre Dame,carrau01,1971.0,1.0,1.0
Austin Croshere,Unknown,1998.0,2009.0,F,6-9,235.0,"May 1, 1975",Providence,croshau01,1997.0,1.0,12.0
Austin Daye,Unknown,2010.0,2015.0,F,6-11,220.0,"June 5, 1988",Gonzaga,dayeau01,2009.0,1.0,15.0
Austin Reaves,,2022.0,2025.0,G,6-5,206.0,"May 29, 1998","Wichita State, Oklahoma",reaveau01,,,
Austin Rivers,Unknown,2013.0,2023.0,G,6-4,200.0,"August 1, 1992",Duke,riverau01,2012.0,1.0,10.0
Avery Bradley,Unknown,2011.0,2022.0,G,6-3,180.0,"November 26, 1990",Texas,bradlav01,2010.0,1.0,19.0
Avery Johnson,,1989.0,2004.0,G,5-10,175.0,"March 25, 1965","Cameron University, Southern University and A&M College",johnsav01,,,
Awvee Storey,,2005.0,2008.0,G-F,6-6,222.0,"April 18, 1977","Illinois, Arizona State",storeaw01,,,
Axel Toupane,,2016.0,2021.0,G-F,6-7,197.0,"July 23, 1992",,toupaax01,,,
Ayo Dosunmu,Chicago Bulls,2022.0,2025.0,G,6-5,200.0,"January 17, 2000",Illinois,dosunay01,2021.0,2.0,38.0
B.J. Armstrong,Unknown,1990.0,2000.0,G,6-2,175.0,"September 9, 1967",Iowa,armstbj01,1989.0,1.0,18.0
B.J. Johnson,,2019.0,2022.0,G,6-7,200.0,"December 21, 1995","Syracuse, La Salle",johnsbj01,,,
B.J. Tyler,Unknown,1995.0,1995.0,G,6-1,185.0,"April 30, 1971","DePaul, Texas",tylerbj01,1994.0,1.0,20.0
Bailey Howell,Unknown,1960.0,1971.0,F,6-7,210.0,"January 20, 1937",Mississippi State,howelba01,1959.0,1.0,2.0
Bam Adebayo,Miami Heat,2018.0,2025.0,C-F,6-9,255.0,"July 18, 1997",Kentucky,adebaba01,2017.0,1.0,14.0
Barney Cable,Unknown,1959.0,1964.0,F,6-7,175.0,"July 29, 1935",Bradley,cableba01,1958.0,1.0,11.0
Baron Davis,Unknown,2000.0,2012.0,G,6-3,209.0,"April 13, 1979",UCLA,davisba01,1999.0,1.0,3.0
Barry Clemens,Unknown,1966.0,1976.0,F,6-6,210.0,"May 1, 1943",Ohio Wesleyan University,clemeba01,1965.0,1.0,22.0
Barry Kramer,Unknown,1965.0,1970.0,F-G,6-4,200.0,"November 10, 1942",NYU,krameba01,1964.0,1.0,7.0
Barry Leibowitz,Unknown,1968.0,1968.0,G,6-2,180.0,"September 10, 1945",Long Island University,leiboba01,1967.0,2.0,48.0
Barry Nelson,Unknown,1972.0,1972.0,C,6-10,230.0,"September 19, 1949",Duquesne,nelsoba01,1971.0,2.0,85.0
Barry Orms,Unknown,1969.0,1970.0,G,6-3,190.0,"May 1, 1946",Saint Louis,ormsba01,1968.0,2.0,96.0
Barry Parkhill,Unknown,1974.0,1976.0,G,6-4,185.0,"May 10, 1951",Virginia,parkhba01,1973.0,1.0,15.0
Barry Stevens,Unknown,1993.0,1993.0,G-F,6-5,195.0,"January 17, 1963",Iowa State,steveba01,1985.0,2.0,43.0
Barry Sumpter,Unknown,1989.0,1989.0,F-C,6-11,215.0,"November 11, 1965","Louisville, Austin Peay State University",sumptba01,1988.0,2.0,56.0
Barry Yates,Unknown,1972.0,1972.0,F,6-7,215.0,"January 30, 1946",Maryland,yatesba01,1971.0,2.0,131.0
Bart Kofoed,Unknown,1988.0,1993.0,G,6-4,210.0,"March 24, 1964","Hastings College, University of Nebraska at Kearney",kofoeba01,1987.0,2.0,107.0
Bato Govedarica,,1954.0,1954.0,G,5-11,185.0,"April 17, 1928",DePaul,govedba01,,,
Bayard Forrest,Unknown,1978.0,1979.0,C,6-10,235.0,"July 8, 1954",Grand Canyon University,forreba01,1975.0,2.0,54.0
Baylor Scheierman,Boston Celtics,2025.0,2025.0,G,6-6,205.0,"September 26, 2000","South Dakota State, Creighton",scheiba01,2024.0,1.0,30.0
Belus Smawley,,1947.0,1952.0,G-F,6-1,195.0,"March 20, 1918",Appalachian State University,smawlbe01,,,
Ben Bentil,Unknown,2017.0,2017.0,F,6-9,235.0,"March 29, 1995",Providence,bentibe01,2016.0,2.0,51.0
Ben Clyde,Unknown,1975.0,1975.0,F,6-7,198.0,"June 10, 1952",Florida State,clydebe01,1974.0,2.0,89.0
Ben Coleman,Unknown,1987.0,1994.0,F,6-9,235.0,"November 14, 1961","Minnesota, Maryland",colembe01,1984.0,2.0,37.0
Ben Davis,Unknown,1997.0,2000.0,F,6-9,240.0,"December 26, 1972","Kansas, Arizona",davisbe01,1986.0,2.0,96.0
Ben Gillery,,1989.0,1989.0,C,7-0,235.0,"September 19, 1965",Georgetown,gillebe01,,,
Ben Goldfaden,,1947.0,1947.0,F,6-1,185.0,"September 6, 1913",George Washington,goldfbe01,,,
Ben Gordon,Unknown,2005.0,2015.0,G,6-3,200.0,"April 4, 1983",UConn,gordobe01,2004.0,1.0,3.0
Ben Handlogten,,2004.0,2005.0,C,6-10,240.0,"November 16, 1973",Western Michigan,handlbe01,,,
Ben Hansbrough,,2013.0,2013.0,G,6-3,203.0,"December 23, 1987","Mississippi State, Notre Dame",hansbbe01,,,
Ben Kelso,Unknown,1974.0,1974.0,G,6-3,195.0,"April 11, 1949",Central Michigan University,kelsobe01,1972.0,2.0,117.0
Ben McDonald,Unknown,1986.0,1989.0,F,6-8,210.0,"July 20, 1962","University of California, Irvine",mcdonbe01,1984.0,2.0,50.0
Ben McLemore,Unknown,2014.0,2022.0,G,6-3,195.0,"February 11, 1993",Kansas,mclembe01,2013.0,1.0,7.0
Ben Moore,,2018.0,2018.0,F,6-8,220.0,"May 13, 1995",SMU,moorebe01,,,
Ben Poquette,Unknown,1978.0,1987.0,F-C,6-9,235.0,"May 7, 1955",Central Michigan University,poquebe01,1977.0,2.0,36.0
Ben Schadler,,1948.0,1948.0,F,6-0,185.0,"March 9, 1924",Northwestern,schadbe01,,,
Ben Scharnus,,1947.0,1949.0,F,6-2,173.0,"December 11, 1917",Seton Hall,scharbe01,,,
Ben Sheppard,Indiana Pacers,2024.0,2025.0,G,6-6,190.0,"July 16, 2001",Belmont,sheppbe01,2023.0,1.0,26.0
Ben Simmons,Brooklyn Nets,2018.0,2025.0,G-F,6-10,240.0,"July 20, 1996",LSU,simmobe01,2016.0,1.0,1.0
Ben Uzoh,,2011.0,2012.0,G,6-3,205.0,"March 19, 1988",Tulsa,uzohbe01,,,
Ben Wallace,,1997.0,2012.0,F-C,6-9,240.0,"September 10, 1974","Cuyahoga Community College, Virginia Union University",wallabe01,,,
Ben Warley,Unknown,1963.0,1970.0,F-G,6-5,200.0,"September 4, 1936",Tennessee State,warlebe01,1960.0,1.0,27.0
Bennedict Mathurin,Indiana Pacers,2023.0,2025.0,G-F,6-6,210.0,"June 19, 2002",Arizona,mathube01,2022.0,1.0,6.0
Bennie Swain,Unknown,1959.0,1959.0,F,6-8,220.0,"December 16, 1933",Texas Southern,swainbe01,1958.0,1.0,8.0
Beno Udrih,Unknown,2005.0,2017.0,G,6-3,205.0,"July 5, 1982",,udrihbe01,2004.0,1.0,28.0
Benoit Benjamin,Unknown,1986.0,2000.0,C,7-0,250.0,"November 22, 1964",Creighton,benjabe01,1985.0,1.0,3.0
Bernard James,Unknown,2013.0,2015.0,C,6-10,240.0,"February 7, 1985",Florida State,jamesbe01,2012.0,2.0,33.0
Bernard King,Unknown,1978.0,1993.0,F,6-7,205.0,"December 4, 1956",Tennessee,kingbe01,1977.0,1.0,7.0
Bernard Robinson,Unknown,2005.0,2007.0,G-F,6-6,210.0,"December 26, 1980",Michigan,robinbe01,2004.0,2.0,45.0
Bernard Thompson,Unknown,1985.0,1989.0,F-G,6-6,210.0,"August 30, 1962",Fresno State,thompbe01,1984.0,1.0,19.0
Bernard Toone,Unknown,1980.0,1980.0,F,6-9,210.0,"July 14, 1956",Marquette,toonebe01,1979.0,2.0,37.0
Bernie Fryer,Unknown,1974.0,1975.0,G,6-3,185.0,"December 25, 1949",BYU,fryerbe01,1972.0,2.0,109.0
Bernie Harris,Unknown,1975.0,1975.0,F,6-10,200.0,"November 26, 1950",VCU,harribe01,1974.0,2.0,63.0
Bernie Williams,Unknown,1970.0,1974.0,G,6-3,175.0,"December 30, 1945",La Salle,willibe01,1969.0,1.0,21.0
Bert Cook,,1955.0,1955.0,G-F,6-3,185.0,"April 26, 1929",Utah State University,cookbe01,,,
Bevo Nordmann,Unknown,1962.0,1965.0,C,6-10,225.0,"December 11, 1939",Saint Louis,nordmbe01,1961.0,1.0,25.0
Bilal Coulibaly,Washington Wizards,2024.0,2025.0,F,6-6,195.0,"July 26, 2004",,coulibi01,2023.0,1.0,7.0
Bill Allen,,1968.0,1968.0,C-F,6-8,205.0,,New Mexico State,allenbi01,,,
Bill Bolger,,1954.0,1954.0,F,6-5,205.0,"August 21, 1931",Georgetown,bolgebi01,,,
Bill Bradley,Unknown,1968.0,1968.0,G,5-11,165.0,"June 16, 1941",Tennessee State,bradlbi02,1965.0,1.0,2.0
Bill Bradley,Unknown,1968.0,1977.0,F-G,6-5,205.0,"July 28, 1943",Princeton,bradlbi01,1965.0,1.0,2.0
Bill Bridges,Unknown,1963.0,1975.0,F-C,6-6,228.0,"April 4, 1939",Kansas,bridgbi01,1961.0,2.0,32.0
Bill Buntin,Unknown,1966.0,1966.0,C-F,6-7,250.0,"May 5, 1942",Michigan,buntibi01,1965.0,1.0,3.0
Bill Bunting,Unknown,1970.0,1972.0,F-C,6-8,200.0,"August 26, 1947",UNC,buntibi02,1969.0,1.0,26.0
Bill Calhoun,,1949.0,1955.0,F-G,6-3,180.0,"November 4, 1927",City College of San Francisco,calhobi01,,,
Bill Cartwright,Unknown,1980.0,1995.0,C,7-1,245.0,"July 30, 1957",San Francisco,cartwbi01,1979.0,1.0,3.0
Bill Chamberlain,Unknown,1973.0,1974.0,F,6-6,188.0,"December 16, 1949",UNC,chambbi01,1972.0,2.0,43.0
Bill Closs,,1950.0,1952.0,F-C,6-5,195.0,"January 8, 1922",Rice University,clossbi01,,,
Bill Crow,,1968.0,1968.0,G,6-1,180.0,"December 9, 1940","Cerritos College, BYU, Westminster College of Utah",crowbi01,,,
Bill Curley,Unknown,1995.0,2001.0,F,6-9,220.0,"May 29, 1972",Boston College,curlebi01,1994.0,1.0,22.0
Bill Davis,Unknown,1947.0,1947.0,F,6-3,215.0,"October 3, 1920",Notre Dame,davisbi01,1968.0,2.0,160.0
Bill Dinwiddie,,1968.0,1972.0,F,6-7,220.0,"July 15, 1943",New Mexico Highlands University,dinwibi01,,,
Bill Downey,,1948.0,1948.0,C,6-6,210.0,"November 11, 1923",Marquette,downebi01,,,
Bill Ebben,Unknown,1958.0,1958.0,G,6-4,190.0,"October 7, 1935",Detroit Mercy,ebbenbi01,1957.0,1.0,18.0
Bill Edwards,,1994.0,1994.0,F,6-8,215.0,"September 22, 1971",Wright State University,edwarbi01,,,
Bill Franklin,Unknown,1973.0,1976.0,F,6-7,220.0,"October 19, 1949",Purdue,frankwi01,1972.0,2.0,110.0
Bill Gabor,,1950.0,1955.0,G-F,5-11,170.0,"May 13, 1922",Syracuse,gaborbi01,,,
Bill Gaines,Unknown,1969.0,1969.0,G,6-4,185.0,"March 10, 1946",Texas A&M University-Commerce,gainebi01,1968.0,2.0,182.0
Bill Garner,Unknown,1968.0,1968.0,C,6-10,220.0,"June 17, 1940",University of Portland,garnebi01,1962.0,2.0,70.0
Bill Garnett,Unknown,1983.0,1986.0,F,6-9,225.0,"April 22, 1960",Wyoming,garnebi02,1982.0,1.0,4.0
Bill Hanzlik,Unknown,1981.0,1990.0,G-F,6-7,185.0,"December 6, 1957",Notre Dame,hanzlbi01,1980.0,1.0,20.0
Bill Henry,,1949.0,1950.0,C,6-9,215.0,"December 27, 1924",Rice University,henrybi01,,,
Bill Herman,,1950.0,1950.0,G,6-3,170.0,"May 17, 1924",Mount Union College,hermabi01,,,
Bill Hewitt,Unknown,1969.0,1975.0,F,6-7,210.0,"August 8, 1944",USC,hewitbi01,1968.0,1.0,11.0
Bill Higgins,Unknown,1975.0,1975.0,G,6-2,180.0,"December 15, 1952",Ashland University,higgibi01,1975.0,2.0,109.0
Bill Hosket,Unknown,1969.0,1972.0,F-C,6-8,225.0,"December 20, 1946",Ohio State,hoskebi01,1968.0,1.0,10.0
Bill Jones,Unknown,1989.0,1989.0,F,6-7,175.0,"March 18, 1966",Iowa,jonesbi01,1968.0,2.0,90.0
Bill Keller,Unknown,1970.0,1976.0,G,5-10,177.0,"August 30, 1947",Purdue,kellebi01,1969.0,2.0,87.0
Bill Laimbeer,Unknown,1981.0,1994.0,C,6-11,245.0,"May 19, 1957",Notre Dame,laimbbi01,1979.0,2.0,65.0
Bill Ligon,Unknown,1975.0,1975.0,G,6-4,180.0,"May 29, 1952",Vanderbilt,ligonbi01,1974.0,2.0,175.0
Bill Martin,Unknown,1986.0,1988.0,F,6-7,205.0,"August 16, 1962",Georgetown,martibi01,1976.0,2.0,144.0
Bill Mayfield,,1981.0,1981.0,F,6-7,205.0,"October 17, 1957",Iowa,mayfibi01,,,
Bill Melchionni,Unknown,1967.0,1976.0,G,6-1,165.0,"October 19, 1944",Villanova,melchbi01,1966.0,1.0,19.0
Bill Meyer,Unknown,1968.0,1968.0,G,6-3,195.0,"August 30, 1943",Hiram College,meyerbi01,1965.0,2.0,84.0
Bill Miller,,1949.0,1949.0,F,6-3,190.0,"November 24, 1924",UNC,millebi01,,,
Bill Mlkvy,,1953.0,1953.0,F,6-4,190.0,"January 19, 1931",Temple,mlkvybi01,,,
Bill Newton,,1973.0,1974.0,C,6-9,220.0,"December 22, 1950",LSU,newtobi01,,,
Bill Roberts,,1949.0,1950.0,C,6-9,210.0,"March 13, 1925",Wyoming,roberbi01,,,
Bill Robinzine,Unknown,1976.0,1982.0,F,6-7,230.0,"January 20, 1953",DePaul,robinbi01,1975.0,1.0,10.0
Bill Russell,Unknown,1957.0,1969.0,C,6-10,215.0,"February 12, 1934",San Francisco,russebi01,1956.0,1.0,2.0
Bill Sharman,,1951.0,1961.0,G,6-1,175.0,"May 25, 1926",USC,sharmbi01,,,
Bill Smith,Unknown,1962.0,1962.0,G-F,6-5,190.0,"April 26, 1939",Saint Peter's College,smithbi01,1961.0,2.0,42.0
Bill Stricker,Unknown,1971.0,1971.0,F,6-9,210.0,"January 22, 1948",University of the Pacific,stricbi01,1970.0,2.0,54.0
Bill Thieben,Unknown,1957.0,1958.0,F-C,6-7,215.0,"March 28, 1935",Hofstra,thiebbi01,1956.0,1.0,23.0
Bill Tosheff,,1952.0,1954.0,G,6-1,175.0,"June 2, 1926",Indiana,toshebi01,,,
Bill Turner,Unknown,1968.0,1973.0,F,6-7,220.0,"February 18, 1944",University of Akron,turnebi01,1966.0,2.0,78.0
Bill Walton,Unknown,1975.0,1987.0,C-F,6-11,210.0,"November 5, 1952",UCLA,waltobi01,1974.0,1.0,1.0
Bill Wennington,Unknown,1986.0,2000.0,C,7-0,245.0,"April 26, 1963",St. John's,wennibi01,1985.0,1.0,16.0
Bill Willoughby,Unknown,1976.0,1984.0,F-C,6-8,205.0,"May 20, 1957",,willobi01,1975.0,1.0,19.0
Bill Zopf,Unknown,1971.0,1971.0,G,6-1,170.0,"June 7, 1948",Duquesne,zopfbi01,1970.0,2.0,33.0
Billy Cunningham,Unknown,1966.0,1976.0,F-C,6-6,210.0,"June 3, 1943",UNC,cunnibi01,1965.0,1.0,7.0
Billy DeAngelis,,1971.0,1971.0,G,6-1,180.0,"October 5, 1946",Saint Joseph's,deangbi01,,,
Billy Donovan,Unknown,1988.0,1988.0,G,5-11,171.0,"May 30, 1965",Providence,donovbi01,1987.0,2.0,68.0
Billy Evans,Unknown,1970.0,1970.0,G,6-0,170.0,"March 3, 1947",Boston College,evansbi01,1969.0,2.0,175.0
Billy Garrett,,2019.0,2019.0,G,6-6,213.0,"October 16, 1994",DePaul,garrebi01,,,
Billy Harris,Unknown,1975.0,1975.0,G,6-2,185.0,"November 12, 1951",Northern Illinois,harribi01,1973.0,2.0,115.0
Billy Hassett,,1950.0,1951.0,G,5-11,180.0,"October 21, 1921",Notre Dame,hassebi01,,,
Billy James,,1974.0,1974.0,G,6-3,185.0,"February 11, 1950",Marshall,jamesbi01,,,
Billy Kenville,,1954.0,1960.0,G-F,6-2,187.0,"December 1, 1930",St. Bonaventure,kenvibi01,,,
Billy Knight,Unknown,1975.0,1985.0,G-F,6-6,195.0,"June 9, 1952",Pitt,knighbi01,1974.0,1.0,21.0
Billy McGill,Unknown,1963.0,1970.0,C-F,6-9,225.0,"September 16, 1939",Utah,mcgilbi01,1962.0,1.0,1.0
Billy McKinney,Unknown,1979.0,1986.0,G,6-0,160.0,"June 5, 1955",Northwestern,mckinbi01,1977.0,2.0,115.0
Billy Owens,Unknown,1992.0,2001.0,F-G,6-8,220.0,"May 1, 1969",Syracuse,owensbi01,1991.0,1.0,3.0
Billy Paultz,Unknown,1971.0,1985.0,C-F,6-11,235.0,"July 30, 1948","Cameron University, St. John's",paultbi01,1970.0,2.0,103.0
Billy Ray Bates,Unknown,1980.0,1983.0,G,6-4,210.0,"May 31, 1956",Kentucky State University,batesbi01,1978.0,2.0,47.0
Billy Reid,Unknown,1981.0,1981.0,G,6-5,190.0,"September 10, 1957","New Mexico, San Francisco",reidbi01,1979.0,2.0,98.0
Billy Schaeffer,Unknown,1974.0,1976.0,F,6-5,200.0,"December 11, 1951",St. John's,schaebi01,1973.0,1.0,23.0
Billy Shepherd,,1973.0,1975.0,G,5-10,160.0,"November 18, 1949",Butler,shephbi01,,,
Billy Thomas,,2005.0,2008.0,G,6-4,208.0,"December 23, 1975",Kansas,thomabi01,,,
Billy Thompson,Unknown,1987.0,1992.0,F,6-7,195.0,"December 1, 1963",Louisville,thompbi01,1986.0,1.0,19.0
